Unnamed: 0,flux_idx,index,lon,lat,iflux,qflux,uflux,pflux,q_amp_true,q_amp_fit,q_amp_err,fit_error_q,u_amp_true,u_amp_fit,u_amp_err,fit_error_u,chi2dof,num_ps
0,142,9891,1.0659251837722643,0.7388896757842112,3224.080745834118,60.75535024974592,79.32685487495114,99.91978026557534,0.00015767235862099618,0.0001485552907217484,1.0785603660652795e-05,0.057822867489176484,0.0002058691499383023,0.00018521457254818828,1.0804325832973341e-05,0.10032866700185075,1.0023022989411898,0.0
1,154,9809,1.7158370095244984,1.0175769685388587,1301.4744141669737,-26.23294140601556,91.31419940355232,95.00763246983452,-6.807976133871704e-05,-8.786324955038213e-05,1.0807865031112353e-05,0.29059279619439843,0.00023697872099101707,0.00023503979144986792,1.0850829433455694e-05,0.008181871912553065,0.9907651362331072,0.0
2,160,9893,1.281600817240726,0.7310376605341364,1152.5085565323418,-26.715413337175686,-87.91169230851416,91.88133082581582,-6.933187307935773e-05,-6.730340466345829e-05,1.0782289302013856e-05,0.02925737219846407,-0.0002281485304531626,-0.00023805938487378805,1.0818823732329421e-05,0.04344036054468506,0.9879903597495251,0.0
3,350,9785,2.000742042706263,0.8759571604966708,522.007916244604,-26.666621502055115,38.5989566135932,46.91469017260924,-6.920524844970318e-05,-8.475972102734417e-05,1.0802869811962144e-05,0.2247585685491128,0.00010017205899656865,8.903167934427565e-05,1.0766351074586122e-05,0.11121244550513434,0.9947733886861655,0.0
4,415,9641,3.0962038789677027,1.0188201606618688,443.86852301854,-36.38416854425975,-18.34210342499419,40.74604862695626,-9.442423831407808e-05,-8.231187941105288e-05,1.0808367569737189e-05,0.12827595032047318,-4.760144904441861e-05,-4.482889782929161e-05,1.0838542417480147e-05,0.058245101163618695,1.0099514710843867,0.0
5,421,9797,0.7305278807491334,1.2787228927950365,2314.1436194488306,38.0721988850971,-13.714667655380474,40.46707843227539,9.880501670099459e-05,0.0001007013955529898,1.0765331982374407e-05,0.019193143377871823,-3.559232212534188e-05,-2.7374455901153837e-05,1.0796769316235156e-05,0.2308887348020737,0.9278815017211258,0.0
6,422,9746,2.158972284716985,1.0258608002251488,357.6053599335812,-21.540546584209835,-34.223325184991886,40.43799121944875,-5.590205260864266e-05,-6.387678130722387e-05,1.0793079111964094e-05,0.14265538252075355,-8.881641500854615e-05,-9.544316945393175e-05,1.080434265287851e-05,0.07461182085257502,1.0169964488492027,0.0
7,426,9850,0.8618008418776082,0.976007950926918,558.8259483211065,3.4545398885544065,-39.85855825870734,40.00798060767852,8.965226106666457e-06,1.7150024665276505e-05,1.0787948620039078e-05,0.9129494851807373,-0.00010344097871296619,-0.00010315233696475489,1.0811166754473648e-05,0.0027904003983976336,0.9737389765242379,0.0
8,441,9644,2.6716019433415648,0.9064033492953304,1142.8372986923955,-26.10585899297695,-28.44855275511397,38.611345840590666,-6.774995690633902e-05,-5.0437629156255596e-05,1.0781108530162739e-05,0.25553267545272185,-7.382971859785167e-05,-6.316761696515099e-05,1.0770441652743789e-05,0.14441476732123062,0.9637038415922522,0.0
9,443,9886,1.5303317501723588,0.7340928495581129,573.901537143104,7.866668112664706,-37.76319268676485,38.57386665985854,2.0415586622638422e-05,1.927972642823655e-05,1.0763672987122849e-05,0.055636911904473035,-9.800308344047888e-05,-0.00012255017714485458,1.0778199956831472e-05,0.2504726672123956,0.9560464952319168,0.0
