flux_idx,index,lon,lat,num_ps,chi2dof,true_q,fit_q,true_u,fit_u
211,9891,1.0659251837722643,0.7388896757842112,0.0,0.9968838771056006,8998.415188608751,8300.787749118424,11749.022478465713,13731.030067369486
214,9893,1.281600817240726,0.7310376605341364,0.0,1.0024138625460772,-4274.987054161871,-5874.365839029892,-14067.584947502486,-13250.0878979617
217,9809,1.7158370095244984,1.0175769685388587,0.0,1.009896639803126,-4034.054925597454,-4523.683040601337,14042.134664945237,15399.494848673961
474,9785,2.000742042706263,0.8759571604966708,0.0,1.0069912419663871,-4127.471602028688,-3757.6510099090083,5974.363767013579,6595.7421160031845
562,9797,0.7305278807491334,1.2787228927950365,0.0,0.9857366862100702,5739.000508729492,6409.133753285856,-2067.3480113094784,-931.9700434767144
571,9644,2.6716019433415648,0.9064033492953304,0.0,0.9990546144213975,-4063.792383297812,-4499.092917916721,-4428.469947423661,-5685.944049095348
576,9746,2.158972284716985,1.0258608002251488,2.0,1.0002029330710653,-3179.0648090888526,-4722.790969748201,-5050.85459741146,-5404.974907437991
598,9886,1.5303317501723588,0.7340928495581129,0.0,0.9914124776805113,1188.7923185869456,698.6955956196886,-5706.684551630097,-6173.938446348899
634,9761,2.042547301875515,1.076602338457689,2.0,1.0002029330710653,2091.3052301460466,235.0402905472727,5065.168486672536,6449.543697486149
665,9642,3.150332247396144,1.0266886538231188,0.0,1.0143015053209317,-2262.7562449546635,-1500.4825789951492,4688.633438454359,4427.809318391185
735,9733,2.976955925180019,1.4547152924367677,0.0,0.9965286175548272,70.97755456041897,300.0585925159593,-4719.815573463854,-6102.028113561184
892,9823,1.8359307386424428,0.8678950099994327,0.0,1.0100517757993732,1758.1394826408984,1854.3716064913563,3459.044210056127,5161.499125315573
1136,9666,3.13797330721469,1.1347830294063874,0.0,0.9978106782801284,1847.0348507831068,1600.2849705113604,-2435.924813375256,-2623.4969281537606
1235,9696,3.1244939998148125,1.2952347983361887,0.0,0.9974330843920163,-2563.9594014426716,-5428.9093683899755,-1103.1129631952638,-3630.9863827737104
1400,9751,2.1226482971945013,1.051480595951507,2.0,1.0002029330710653,-1353.5256682021377,-2092.4885687925853,2053.7284584419053,2920.2985607450064
1451,9759,1.976480896942039,1.219348055744519,0.0,1.0043277024260198,-1949.0220688674547,-2682.8398286880324,1306.5711656896947,510.960917716426
1520,9727,3.5195487663510225,1.4539165782845889,0.0,0.9986134418039093,-2172.4698548699957,-1999.6864744550744,570.5987920954641,-2453.9392245328377
1630,9669,2.931560217907723,1.1090198046419295,0.0,1.0025490720927333,-1619.4506474982886,-2756.0446625638124,-1296.7284934363647,-2575.556163771401
1724,9775,0.98752269074238,1.4079550369832146,0.0,0.9848949304928925,377.092498332879,1105.4960562609572,1914.4621858707808,4827.273120427095
1796,9824,1.152439954821846,1.1278384745910857,0.0,0.9844865154940335,830.6571187184438,795.7746939190959,-1643.154305699253,-2277.4840403572316
1810,9779,1.7561643496996635,1.2124623725359045,0.0,1.0004252838835241,-881.727979989267,-7.733531946927865,1587.1607621126172,2303.056047820123
1996,9634,3.3225829280302195,0.997240003325038,0.0,1.0022235916309963,1431.1114165646284,474.40641623858124,605.0545145195254,-1664.2559490990313
