flux_idx,index,lon,lat,iflux,qflux,uflux,pflux,norm_true,fit_norm,norm_error,fit_error,chi2dof,num_ps
127,9891,1.0659251837722643,0.7388896757842112,3224.634015438023,60.76577619475714,79.34046779008436,99.93692703751066,0.007853004365216984,0.0077608237995696935,0.00019338654907074615,0.01173825473160082,1.0270777527272144,0.0
195,9797,0.7305278807491334,1.2787228927950365,2307.237584248555,37.95858106836237,-13.673739349638284,40.34631364233026,0.005618853716096958,0.005451819019649926,0.00019314907500809272,0.029727539616934494,1.0429447407545114,0.0
272,9894,1.5121215616582708,0.7046752451648378,1706.6401790258917,4.700571328960399,-17.98694115574831,18.59100381794907,0.004156208956297482,0.0036335061077907363,0.00019342363060768182,0.1257643333150387,0.9921799020178375,0.0
345,9706,3.480179657101685,1.367919153261963,1418.5274819413858,-17.331944755918684,0.5513779772125809,17.34071298118887,0.003454563356503197,0.0036583793421698704,0.00019339124876923417,0.05899905853021649,1.0156871139224717,0.0
378,9758,1.4979243322528657,1.4547152924367677,1341.2393748072068,3.2748819607771456,-15.358754464708095,15.704018293551956,0.003266342355360647,0.0032037855528561456,0.00019426373228708326,0.01915194296820555,1.0141855505115402,1.0
404,9809,1.7158370095244984,1.0175769685388587,1292.951117746396,-26.061143072407724,90.7161868875534,94.38543182958917,0.003148745167068333,0.0031748495962011553,0.0001931081451555601,0.008290422929692731,1.046768538311394,0.0
423,9887,1.1477038256515248,0.7718949982558877,1256.6958897688803,12.551423016060454,19.40194240160061,23.107868544786207,0.0030604522128272315,0.0029768000161726122,0.00019365183617586095,0.027333279802249144,1.0221338922853562,1.0
477,9680,3.68184853309368,1.2371505087966517,1143.1314976472147,0.0,-0.0,0.0,0.002783886976960143,0.0030275680018790117,0.00019338414227358766,0.08753265737280588,0.9211674536892757,0.0
479,9717,2.8870038421495186,1.3823406246807042,1140.8870910531723,15.73098424946947,-2.929746861427293,16.001477498315573,0.002778421136590056,0.002774955124259615,0.00019338152129588413,0.001247475512187792,1.0176856187420298,0.0
481,9893,1.281600817240726,0.7310376605341364,1136.8140050237696,-26.351610024552443,-86.71453453009987,90.63011557786945,0.0027685018830513075,0.0026074543902395255,0.00019340179982257335,0.0581713502879338,1.111987795237513,0.0
485,9644,2.6716019433415648,0.9064033492953304,1132.8693356637166,-25.878160581688096,-28.20042108982193,38.27457308364013,0.0027588953647439494,0.0028583066120293943,0.00019329956297758932,0.03603298934632528,0.9826011134907088,0.0
502,9727,3.5195487663510225,1.4539165782845889,1098.277886928592,-14.833361337100976,3.895979519666049,15.336468464893064,0.002674654239513738,0.0024564268098361446,0.00019339631302772633,0.08159089367651053,1.0604656572236832,0.0
524,9618,2.5435877361959465,0.7528153711172683,1063.8206322147405,6.538907129168311,12.025768413278042,13.68855041170116,0.002590739919195278,0.002630912196442483,0.00019339631527529716,0.015506101924612761,1.0171510488733204,0.0
589,9840,1.0759291800955066,1.0452904194257904,975.6559158306588,17.508102367112723,-2.7120235989312302,17.716904935638674,0.0023760309322815296,0.002294944683725762,0.00019310032501675513,0.03412676470415581,1.1223758048031751,0.0
624,9824,1.152439954821846,1.1278384745910857,925.4372738513298,5.85245890733418,-11.576970612556286,12.972182693210383,0.0022537326457811404,0.0024486535272910965,0.00019340310625340362,0.08648802326879229,1.0221988647604936,1.0
650,9760,1.505563921197102,1.4507215337648471,898.8657237296646,20.82294067488664,-12.473298792154772,24.2729899499056,0.0021890225118257763,0.002136042851725057,0.00019426381149418898,0.02420242816805523,1.0583374480516419,1.0
