flux_idx,index,lon,lat,iflux,qflux,uflux,pflux,norm_true,fit_norm,norm_error,fit_error,chi2dof,num_ps
127,9891,1.0659251837722643,0.7388896757842112,3224.634015438023,60.76577619475714,79.34046779008436,99.93692703751066,0.007853004365216984,0.0076739027445953956,0.00019338700749590033,0.022806764429531723,1.0628561536853651,0.0
195,9797,0.7305278807491334,1.2787228927950365,2307.237584248555,37.95858106836237,-13.673739349638284,40.34631364233026,0.005618853716096958,0.005576779085268901,0.00019314771519828543,0.007488116429783714,1.0723687824699601,0.0
272,9894,1.5121215616582708,0.7046752451648378,1706.6401790258917,4.700571328960399,-17.98694115574831,18.59100381794907,0.004156208956297482,0.004130373355179227,0.00019342465179441378,0.006216145865118024,1.0063492146341746,0.0
345,9706,3.480179657101685,1.367919153261963,1418.5274819413858,-17.331944755918684,0.5513779772125809,17.34071298118887,0.003454563356503197,0.0034006148733722145,0.00019338899311454813,0.015616585242075475,1.0659192267477515,0.0
378,9758,1.4979243322528657,1.4547152924367677,1341.2393748072068,3.2748819607771456,-15.358754464708095,15.704018293551956,0.003266342355360647,0.003477498014721584,0.00019452691391049176,0.06464590553846668,1.1221341440878536,1.0
404,9809,1.7158370095244984,1.0175769685388587,1292.951117746396,-26.061143072407724,90.7161868875534,94.38543182958917,0.003148745167068333,0.002920512925064427,0.00019336827020988547,0.07248355452543763,1.0493435202887336,0.0
423,9887,1.1477038256515248,0.7718949982558877,1256.6958897688803,12.551423016060454,19.40194240160061,23.107868544786207,0.0030604522128272315,0.00313281748206647,0.00019342409287229773,0.023645286450131454,1.0614682524832109,1.0
477,9680,3.68184853309368,1.2371505087966517,1143.1314976472147,0.0,-0.0,0.0,0.002783886976960143,0.002674927668290243,0.00019312099362439605,0.03913927166284524,0.9780533344786816,0.0
479,9717,2.8870038421495186,1.3823406246807042,1140.8870910531723,15.73098424946947,-2.929746861427293,16.001477498315573,0.002778421136590056,0.002533083300981596,0.0001933820865787359,0.08830116945826363,1.0653747695338107,0.0
481,9893,1.281600817240726,0.7310376605341364,1136.8140050237696,-26.351610024552443,-86.71453453009987,90.63011557786945,0.0027685018830513075,0.0030880387593448452,0.0001931419580680695,0.11541869566704424,1.0195870676767225,0.0
485,9644,2.6716019433415648,0.9064033492953304,1132.8693356637166,-25.878160581688096,-28.20042108982193,38.27457308364013,0.0027588953647439494,0.0027756782133643637,0.00019329829769961816,0.006083176924679019,1.0415164126281906,0.0
502,9727,3.5195487663510225,1.4539165782845889,1098.277886928592,-14.833361337100976,3.895979519666049,15.336468464893064,0.002674654239513738,0.0023347555057085206,0.0001933952027648911,0.12708137327949062,1.0849220017127923,0.0
524,9618,2.5435877361959465,0.7528153711172683,1063.8206322147405,6.538907129168311,12.025768413278042,13.68855041170116,0.002590739919195278,0.0027138202470503763,0.00019339432345947573,0.0475077899341316,1.0000293754747562,0.0
589,9840,1.0759291800955066,1.0452904194257904,975.6559158306588,17.508102367112723,-2.7120235989312302,17.716904935638674,0.0023760309322815296,0.0024375229318986504,0.0001933583098528847,0.025880134295252818,1.0785704981514352,0.0
624,9824,1.152439954821846,1.1278384745910857,925.4372738513298,5.85245890733418,-11.576970612556286,12.972182693210383,0.0022537326457811404,0.0025265927783077223,0.00019314597249938466,0.1210703199589182,1.138873980917407,1.0
650,9760,1.505563921197102,1.4507215337648471,898.8657237296646,20.82294067488664,-12.473298792154772,24.2729899499056,0.0021890225118257763,0.0020362528148164076,0.0001945281862589074,0.06978900225285925,1.1123392085731354,1.0
665,9734,2.567585300216503,1.3779351414985066,883.6737237786278,-23.24905392356595,5.361204076156662,23.85919146758909,0.0021520251839551707,0.0019390974484875113,0.00019339829009462118,0.0989429571062561,0.9892078479661928,0.0
674,9695,2.8781732200740646,1.2472535709787684,872.792517290345,0.1468524876690775,-12.339509784854808,12.340383599534585,0.0021255260024535746,0.0017934830235411842,0.00019308547236201415,0.1562168510425658,1.0353205174069275,0.0
701,9622,3.1176693135511155,0.9454955881179958,850.8331299101466,10.65239696431917,-5.923170774663732,12.188417170053986,0.0020720479444387443,0.0020405740181638,0.00019335241077712948,0.01518976737937858,0.9964258019136085,0.0
729,9807,1.516067224006115,1.1266124035913023,826.4122585872142,-19.482514058347338,7.234457861602652,20.78234189366073,0.002012575394008757,0.0019470899924212911,0.00019338068665269428,0.03253811101060343,1.010265993261489,0.0
748,9743,2.303283456026622,1.3811392211255948,814.4666051244357,19.165145745405887,1.9195443284068645,19.261034807906046,0.001983483947246286,0.0020457801907195015,0.00019313549439830267,0.03140748558096609,0.9053809253898994,0.0
758,9690,3.044310381078064,1.2181332433948224,808.9621035344232,-7.054785798732381,18.55042352602176,19.846617234702176,0.0019700787438006353,0.001985731130471763,0.00019317561427394559,0.007945056369133377,1.0556032039040235,0.0
787,9780,1.9604208961102143,1.0030566905872031,785.296547569001,-2.2090043817542813,4.646971524502785,5.14529345209283,0.0019124456253096667,0.0018443974831783443,0.0001933707074024707,0.035581739543734156,0.9532541283707086,0.0
794,9823,1.8359307386424428,0.8678950099994327,780.1886552618952,12.222509807754042,24.047126067244573,26.97506289324637,0.0019000062909874703,0.001985368168162969,0.00019340881015688825,0.04492715502069976,1.0173499377014354,0.0
829,9861,1.4002910844846814,0.8559921400285055,751.0571014380666,-30.5694754477555,16.747099324427726,34.8562500124895,0.0018290617378230382,0.00152945085948208,0.00019340262138810825,0.16380577656036757,1.028965251041497,0.0
846,9817,1.6746552690597485,1.005548043372414,740.2067706703157,-17.379793175766128,-9.16434538041709,19.64796267005765,0.0018026377484725376,0.0016005147046993995,0.00019337068311294804,0.11212626826682554,0.9813545374322564,0.0
