flux_idx,index,lon,lat,iflux,qflux,uflux,pflux,norm_true,fit_norm_arr,norm_error,fit_error,chi2dof,num_ps
127,9891,1.0659251837722643,0.7388896757842112,3224.634015438023,60.76577619475714,79.34046779008436,99.93692703751066,0.007853004365216984,0.007851021728678942,3.2548506959531945e-06,0.00025246853889750913,0.9639156617096343,0.0
195,9797,0.7305278807491334,1.2787228927950365,2307.237584248555,37.95858106836237,-13.673739349638284,40.34631364233026,0.005618853716096958,0.005616054165241173,3.2537999025586233e-06,0.0004982423457234328,0.9605678389021028,0.0
272,9894,1.5121215616582708,0.7046752451648378,1706.6401790258917,4.700571328960399,-17.98694115574831,18.59100381794907,0.004156208956297482,0.004155951368251953,3.2527084264776657e-06,6.197668313540288e-05,0.8466330555368564,0.0
345,9706,3.480179657101685,1.367919153261963,1418.5274819413858,-17.331944755918684,0.5513779772125809,17.34071298118887,0.003454563356503197,0.003458005854914241,3.252727945646282e-06,0.0009965075338865881,1.0555833908005487,0.0
378,9758,1.4979243322528657,1.4547152924367677,1341.2393748072068,3.2748819607771456,-15.358754464708095,15.704018293551956,0.003266342355360647,0.0032709234313048983,3.286082603525496e-06,0.0014025094267087444,0.9096736682454235,1.0
404,9809,1.7158370095244984,1.0175769685388587,1292.951117746396,-26.061143072407724,90.7161868875534,94.38543182958917,0.003148745167068333,0.0031477592673018694,3.2484547116654224e-06,0.00031310878275402375,0.9264758865027235,0.0
423,9887,1.1477038256515248,0.7718949982558877,1256.6958897688803,12.551423016060454,19.40194240160061,23.107868544786207,0.0030604522128272315,0.0030596826668746815,3.2925536399899813e-06,0.00025144844586187773,0.9450834521425979,1.0
477,9680,3.68184853309368,1.2371505087966517,1143.1314976472147,0.0,-0.0,0.0,0.002783886976960143,0.0027854964939374037,3.248459252117638e-06,0.0005781545697009794,1.0343985167696454,0.0
479,9717,2.8870038421495186,1.3823406246807042,1140.8870910531723,15.73098424946947,-2.929746861427293,16.001477498315573,0.002778421136590056,0.002781703502896434,3.2505747130098187e-06,0.001181378252256715,0.9296552025935904,0.0
481,9893,1.281600817240726,0.7310376605341364,1136.8140050237696,-26.351610024552443,-86.71453453009987,90.63011557786945,0.0027685018830513075,0.00276967562365316,3.2548612326239058e-06,0.0004239623635577668,0.9852323264610352,0.0
485,9644,2.6716019433415648,0.9064033492953304,1132.8693356637166,-25.878160581688096,-28.20042108982193,38.27457308364013,0.0027588953647439494,0.002758766043904879,3.2474123253434153e-06,4.687413691832613e-05,0.9725013862842998,0.0
502,9727,3.5195487663510225,1.4539165782845889,1098.277886928592,-14.833361337100976,3.895979519666049,15.336468464893064,0.002674654239513738,0.00267572031914261,3.251654977893658e-06,0.0003985859604288679,1.0439738030567047,0.0
524,9618,2.5435877361959465,0.7528153711172683,1063.8206322147405,6.538907129168311,12.025768413278042,13.68855041170116,0.002590739919195278,0.0025847643636342124,3.2505777536604493e-06,0.0023065053797147036,0.8915196449914287,0.0
589,9840,1.0759291800955066,1.0452904194257904,975.6559158306588,17.508102367112723,-2.7120235989312302,17.716904935638674,0.0023760309322815296,0.0023746612096125232,3.2527189227126233e-06,0.000576475099880617,0.9716477373305038,0.0
624,9824,1.152439954821846,1.1278384745910857,925.4372738513298,5.85245890733418,-11.576970612556286,12.972182693210383,0.0022537326457811404,0.0022489991199967207,3.3073555620187663e-06,0.002100304928927848,1.0385537846659556,1.0
650,9760,1.505563921197102,1.4507215337648471,898.8657237296646,20.82294067488664,-12.473298792154772,24.2729899499056,0.0021890225118257763,0.0021887666490640477,3.28531032241469e-06,0.00011688448170192387,0.9093917277194723,1.0
665,9734,2.567585300216503,1.3779351414985066,883.6737237786278,-23.24905392356595,5.361204076156662,23.85919146758909,0.0021520251839551707,0.0021552781583917264,3.2516570681268096e-06,0.0015115875319717184,0.9441345281739818,0.0
674,9695,2.8781732200740646,1.2472535709787684,872.792517290345,0.1468524876690775,-12.339509784854808,12.340383599534585,0.0021255260024535746,0.002121924660791109,3.2442631144205623e-06,0.0016943296192605004,0.9747917467874001,0.0
701,9622,3.1176693135511155,0.9454955881179958,850.8331299101466,10.65239696431917,-5.923170774663732,12.188417170053986,0.0020720479444387443,0.00207182856252304,3.25165188801743e-06,0.00010587685303964718,0.9840940180583884,0.0
729,9807,1.516067224006115,1.1266124035913023,826.4122585872142,-19.482514058347338,7.234457861602652,20.78234189366073,0.002012575394008757,0.0020082938287189025,3.25055467535057e-06,0.002127406159590496,0.9706547191185917,0.0
748,9743,2.303283456026622,1.3811392211255948,814.4666051244357,19.165145745405887,1.9195443284068645,19.261034807906046,0.001983483947246286,0.001982447910523132,3.2527290172216193e-06,0.0005223317912868496,1.0469337751152439,0.0
758,9690,3.044310381078064,1.2181332433948224,808.9621035344232,-7.054785798732381,18.55042352602176,19.846617234702176,0.0019700787438006353,0.001968074859588389,3.2548479347806105e-06,0.001017159450378377,1.0852164639650816,0.0
787,9780,1.9604208961102143,1.0030566905872031,785.296547569001,-2.2090043817542813,4.646971524502785,5.14529345209283,0.0019124456253096667,0.001911218188875648,3.2494976394769172e-06,0.0006418150758246328,1.0614579729650357,0.0
794,9823,1.8359307386424428,0.8678950099994327,780.1886552618952,12.222509807754042,24.047126067244573,26.97506289324637,0.0019000062909874703,0.0019032192037037928,3.2592189904194708e-06,0.0016910010938188417,1.0052264404221776,0.0
829,9861,1.4002910844846814,0.8559921400285055,751.0571014380666,-30.5694754477555,16.747099324427726,34.8562500124895,0.0018290617378230382,0.0018336722037906297,3.2559557151012105e-06,0.002520672688216038,0.8807406130918484,0.0
