flux_idx,index,lon,lat,iflux,qflux,uflux,pflux,norm_true,fit_norm_arr,norm_error,fit_error,chi2dof,num_ps
127,9891,1.0659251837722643,0.7388896757842112,3224.634015438023,60.76577619475714,79.34046779008436,99.93692703751066,0.007853004365216984,0.007846125695363032,3.25485056196749e-06,0.0008759284388557513,0.9012553013892229,0.0
195,9797,0.7305278807491334,1.2787228927950365,2307.237584248555,37.95858106836237,-13.673739349638284,40.34631364233026,0.005618853716096958,0.005612020569011166,3.253799744612918e-06,0.0012161105148931254,0.9815112573931587,0.0
272,9894,1.5121215616582708,0.7046752451648378,1706.6401790258917,4.700571328960399,-17.98694115574831,18.59100381794907,0.004156208956297482,0.004153486067026103,3.25270838190091e-06,0.0006551377228647707,1.0531231354493606,0.0
345,9706,3.480179657101685,1.367919153261963,1418.5274819413858,-17.331944755918684,0.5513779772125809,17.34071298118887,0.003454563356503197,0.003454901971070799,3.2527276897711e-06,9.801949845978782e-05,0.9723530370302481,0.0
378,9758,1.4979243322528657,1.4547152924367677,1341.2393748072068,3.2748819607771456,-15.358754464708095,15.704018293551956,0.003266342355360647,0.0032636017050167287,3.2860827822137235e-06,0.000839057895881721,0.9906619936737356,1.0
404,9809,1.7158370095244984,1.0175769685388587,1292.951117746396,-26.061143072407724,90.7161868875534,94.38543182958917,0.003148745167068333,0.003147603745950857,3.2484548797722702e-06,0.0003625003158125789,0.988633717922849,0.0
423,9887,1.1477038256515248,0.7718949982558877,1256.6958897688803,12.551423016060454,19.40194240160061,23.107868544786207,0.0030604522128272315,0.0030678591199435447,3.2925536916908124e-06,0.0024202002191926904,1.013996374680661,1.0
477,9680,3.68184853309368,1.2371505087966517,1143.1314976472147,0.0,-0.0,0.0,0.002783886976960143,0.0027843843292458823,3.248459266066983e-06,0.00017865390723663705,0.9413624789736151,0.0
479,9717,2.8870038421495186,1.3823406246807042,1140.8870910531723,15.73098424946947,-2.929746861427293,16.001477498315573,0.002778421136590056,0.002780910085425329,3.2505745475995985e-06,0.0008958141019353614,1.0876621847414711,0.0
481,9893,1.281600817240726,0.7310376605341364,1136.8140050237696,-26.351610024552443,-86.71453453009987,90.63011557786945,0.0027685018830513075,0.0027667952335877796,3.2548613086384043e-06,0.0006164523397928366,0.9515888824130159,0.0
485,9644,2.6716019433415648,0.9064033492953304,1132.8693356637166,-25.878160581688096,-28.20042108982193,38.27457308364013,0.0027588953647439494,0.002758513578805211,3.247412255149131e-06,0.00013838362397401808,0.9960646723942868,0.0
502,9727,3.5195487663510225,1.4539165782845889,1098.277886928592,-14.833361337100976,3.895979519666049,15.336468464893064,0.002674654239513738,0.0026715656031705177,3.2516550174603153e-06,0.0011547796711779384,1.1270976531591541,0.0
524,9618,2.5435877361959465,0.7528153711172683,1063.8206322147405,6.538907129168311,12.025768413278042,13.68855041170116,0.002590739919195278,0.002597506342241222,3.2505779967047493e-06,0.002611772411352665,0.9431280803772925,0.0
589,9840,1.0759291800955066,1.0452904194257904,975.6559158306588,17.508102367112723,-2.7120235989312302,17.716904935638674,0.0023760309322815296,0.0023765390794417353,3.2527190409867204e-06,0.00021386386570216827,0.9407295435843935,0.0
624,9824,1.152439954821846,1.1278384745910857,925.4372738513298,5.85245890733418,-11.576970612556286,12.972182693210383,0.0022537326457811404,0.002256991769757243,3.3073555902657023e-06,0.0014461005311359936,1.0782911940239088,1.0
650,9760,1.505563921197102,1.4507215337648471,898.8657237296646,20.82294067488664,-12.473298792154772,24.2729899499056,0.0021890225118257763,0.002187865540361692,3.28531022760533e-06,0.0005285333786355292,0.9740761381688521,1.0
665,9734,2.567585300216503,1.3779351414985066,883.6737237786278,-23.24905392356595,5.361204076156662,23.85919146758909,0.0021520251839551707,0.0021491103432871687,3.2516571693856546e-06,0.0013544640135877885,0.9637699556162582,0.0
674,9695,2.8781732200740646,1.2472535709787684,872.792517290345,0.1468524876690775,-12.339509784854808,12.340383599534585,0.0021255260024535746,0.0021289674301801136,3.2442631371660396e-06,0.001619094625314569,1.0090217473403487,0.0
701,9622,3.1176693135511155,0.9454955881179958,850.8331299101466,10.65239696431917,-5.923170774663732,12.188417170053986,0.0020720479444387443,0.0020726553490658453,3.2516519098847035e-06,0.00029314216822602277,1.0206076718748953,0.0
729,9807,1.516067224006115,1.1266124035913023,826.4122585872142,-19.482514058347338,7.234457861602652,20.78234189366073,0.002012575394008757,0.0020182611409119244,3.2505545951898654e-06,0.0028251100158003216,1.0511109035056392,0.0
748,9743,2.303283456026622,1.3811392211255948,814.4666051244357,19.165145745405887,1.9195443284068645,19.261034807906046,0.001983483947246286,0.0019819646391432133,3.25272918445872e-06,0.0007659795307050659,0.9899803988119922,0.0
758,9690,3.044310381078064,1.2181332433948224,808.9621035344232,-7.054785798732381,18.55042352602176,19.846617234702176,0.0019700787438006353,0.001966326432041802,3.254848068023203e-06,0.0019046506494427588,0.9501704663585643,0.0
787,9780,1.9604208961102143,1.0030566905872031,785.296547569001,-2.2090043817542813,4.646971524502785,5.14529345209283,0.0019124456253096667,0.0019199406574740864,3.2494975556892312e-06,0.003919082490623028,1.0271560717344557,0.0
794,9823,1.8359307386424428,0.8678950099994327,780.1886552618952,12.222509807754042,24.047126067244573,26.97506289324637,0.0019000062909874703,0.001901000797931983,3.2592192005594274e-06,0.0005234229745606792,1.1172901067400651,0.0
829,9861,1.4002910844846814,0.8559921400285055,751.0571014380666,-30.5694754477555,16.747099324427726,34.8562500124895,0.0018290617378230382,0.001828687304914478,3.25595583929104e-06,0.000204713105532356,0.982833303754053,0.0
846,9817,1.6746552690597485,1.005548043372414,740.2067706703157,-17.379793175766128,-9.16434538041709,19.64796267005765,0.0018026377484725376,0.00180015114013918,3.2570447914354256e-06,0.0013794276390054322,0.8722750711066761,0.0
847,9663,2.4806640236898354,0.8751090696129726,739.5829976547453,-6.723576853003275,-19.1535309466666,20.299365345329303,0.0018011186637668852,0.0017998002530142214,3.313497437695324e-06,0.0007319954976794601,1.00508717298391,1.0
858,9637,3.156421849681913,0.992666249261854,735.4815697084713,-12.757134471177968,7.14885227044606,14.623630489737454,0.0017911303886908568,0.0017940189541717773,3.253793685685795e-06,0.0016127053056320209,0.9665299279207147,0.0
864,9781,1.9062397579131407,1.0621982295542785,732.3207667276114,-13.912467404605378,-0.0527781082250635,13.91256751332819,0.0017834328330961914,0.0017807009591756164,3.26778690003303e-06,0.0015318064520726603,1.0185570681785405,1.0
876,9671,3.143862590478225,1.1539551951329248,724.7891798474899,-13.247762735913057,-8.564803455756314,15.775267850112144,0.0017650910354337452,0.0017659148769137135,3.2526952041889504e-06,0.0004667416373602397,0.9493249443982298,0.0
887,9666,3.13797330721469,1.1347830294063874,717.9393950619146,12.371657644483156,-16.316112187056422,20.47616736044393,0.001748409641649399,0.0017425013826447514,3.2526959534477868e-06,0.0033792189564191078,0.9887705474016696,0.0
937,9779,1.7561643496996635,1.2124623725359045,682.7959280788002,-6.2380359378184975,11.228821244024058,12.845213851538675,0.0016628241772816642,0.0016645933275773691,3.248439562355881e-06,0.0010639430914440166,1.007393719969017,0.0
