flux_idx,index,lon,lat,iflux,qflux,uflux,pflux,norm_true,fit_norm_arr,norm_error,fit_error,chi2dof,num_ps
127,9891,1.0659251837722643,0.7388896757842112,3224.634015438023,60.76577619475714,79.34046779008436,99.93692703751066,0.007853004365216984,0.007852744763851878,3.254850696436315e-06,3.3057585738248376e-05,0.9950096595903564,0.0
195,9797,0.7305278807491334,1.2787228927950365,2307.237584248555,37.95858106836237,-13.673739349638284,40.34631364233026,0.005618853716096958,0.005616892698171962,3.2537997932927283e-06,0.00034900675904370296,1.0441695096602306,0.0
272,9894,1.5121215616582708,0.7046752451648378,1706.6401790258917,4.700571328960399,-17.98694115574831,18.59100381794907,0.004156208956297482,0.0041532590996313234,3.2527083615105368e-06,0.0007097469586289412,1.061887191559224,0.0
345,9706,3.480179657101685,1.367919153261963,1418.5274819413858,-17.331944755918684,0.5513779772125809,17.34071298118887,0.003454563356503197,0.0034554581906802067,3.2527278254173685e-06,0.00025902960364731673,1.0275023147511995,0.0
378,9758,1.4979243322528657,1.4547152924367677,1341.2393748072068,3.2748819607771456,-15.358754464708095,15.704018293551956,0.003266342355360647,0.0032658888217521487,3.286082843008409e-06,0.00013885060387312304,0.9190930615237192,1.0
404,9809,1.7158370095244984,1.0175769685388587,1292.951117746396,-26.061143072407724,90.7161868875534,94.38543182958917,0.003148745167068333,0.0031504031433844384,3.2484548006461115e-06,0.0005265514445074277,0.9622536641384408,0.0
423,9887,1.1477038256515248,0.7718949982558877,1256.6958897688803,12.551423016060454,19.40194240160061,23.107868544786207,0.0030604522128272315,0.003055197514859092,3.292553615021022e-06,0.0017169678213290224,1.119088852447517,1.0
477,9680,3.68184853309368,1.2371505087966517,1143.1314976472147,0.0,-0.0,0.0,0.002783886976960143,0.0027805351190671006,3.2484595581152697e-06,0.0012040208244023763,1.0152089493138856,0.0
479,9717,2.8870038421495186,1.3823406246807042,1140.8870910531723,15.73098424946947,-2.929746861427293,16.001477498315573,0.002778421136590056,0.0027787302115773876,3.25057472903823e-06,0.00011124123094987722,1.077094694682025,0.0
481,9893,1.281600817240726,0.7310376605341364,1136.8140050237696,-26.351610024552443,-86.71453453009987,90.63011557786945,0.0027685018830513075,0.002772601620728505,3.2548614994048607e-06,0.0014808506009318793,0.9681881680961385,0.0
485,9644,2.6716019433415648,0.9064033492953304,1132.8693356637166,-25.878160581688096,-28.20042108982193,38.27457308364013,0.0027588953647439494,0.00275666286791405,3.247412246738541e-06,0.000809199529068215,0.8739171849518469,0.0
502,9727,3.5195487663510225,1.4539165782845889,1098.277886928592,-14.833361337100976,3.895979519666049,15.336468464893064,0.002674654239513738,0.0026753819842238276,3.2516551503472893e-06,0.00027208926646973055,1.015790099172043,0.0
