flux_idx,index,lon,lat,iflux,qflux,uflux,pflux,norm_true,fit_norm,norm_error,fit_error,chi2dof,num_ps
127,9891,1.0659251837722643,0.7388896757842112,3224.634015438023,60.76577619475714,79.34046779008436,99.93692703751066,0.007853004365216984,5.388490135867588e-05,0.00019338726355929098,0.9931383074740991,1.042569943185936,0.0
195,9797,0.7305278807491334,1.2787228927950365,2307.237584248555,37.95858106836237,-13.673739349638284,40.34631364233026,0.005618853716096958,7.923052141155197e-05,0.00019340367071825644,0.9858991663754171,1.0554939462792758,0.0
272,9894,1.5121215616582708,0.7046752451648378,1706.6401790258917,4.700571328960399,-17.98694115574831,18.59100381794907,0.004156208956297482,8.498535160199805e-06,0.00019316694445472657,0.997955219468135,1.0061751253941509,0.0
345,9706,3.480179657101685,1.367919153261963,1418.5274819413858,-17.331944755918684,0.5513779772125809,17.34071298118887,0.003454563356503197,1.9686306913318098e-05,0.00019338958845478872,0.9943013617404761,1.0098466819056822,0.0
378,9758,1.4979243322528657,1.4547152924367677,1341.2393748072068,3.2748819607771456,-15.358754464708095,15.704018293551956,0.003266342355360647,-0.0001823295762581529,0.0001945208366095437,1.0558207182290362,1.1337147141741544,1.0
404,9809,1.7158370095244984,1.0175769685388587,1292.951117746396,-26.061143072407724,90.7161868875534,94.38543182958917,0.003148745167068333,-0.000270737357371096,0.00019336922222505982,1.085982619426509,1.0473067777353458,0.0
423,9887,1.1477038256515248,0.7718949982558877,1256.6958897688803,12.551423016060454,19.40194240160061,23.107868544786207,0.0030604522128272315,-0.00019762899551455354,0.0001936524332235017,1.064575096022161,0.9855163248845945,1.0
477,9680,3.68184853309368,1.2371505087966517,1143.1314976472147,0.0,-0.0,0.0,0.002783886976960143,-0.00025092233172931437,0.00019338501855037735,1.090133807085555,0.9704561205114731,0.0
479,9717,2.8870038421495186,1.3823406246807042,1140.8870910531723,15.73098424946947,-2.929746861427293,16.001477498315573,0.002778421136590056,3.9277586138090426e-05,0.00019337858408143235,0.9858633431696766,1.11286016985785,0.0
481,9893,1.281600817240726,0.7310376605341364,1136.8140050237696,-26.351610024552443,-86.71453453009987,90.63011557786945,0.0027685018830513075,2.5371928545151953e-05,0.00019339648922544334,0.9908355025147434,0.9926659190183643,0.0
485,9644,2.6716019433415648,0.9064033492953304,1132.8693356637166,-25.878160581688096,-28.20042108982193,38.27457308364013,0.0027588953647439494,-0.00012163370293173057,0.00019330048332445068,1.0440878275001269,1.0043715454546345,0.0
502,9727,3.5195487663510225,1.4539165782845889,1098.277886928592,-14.833361337100976,3.895979519666049,15.336468464893064,0.002674654239513738,-1.555926426718762e-05,0.00019339417723211752,1.0058172993119352,1.0179360679901137,0.0
