flux_idx,index,lon,lat,iflux,qflux,uflux,pflux
0,9188,1.3299613430968509,0.1007563279683975,98896.65382712556,-2913.190432376407,-2324.680241923588,3727.03859954245
1,10089,0.8636311835796159,-0.006835990741726729,76365.4651974723,2516.962534843498,783.199290466635,2636.001049012167
2,10690,5.403063830130199,0.3398369094541219,68418.8918569475,795.2897673310002,-72.83634458425746,798.6181485001409
3,9187,6.282418316785643,-0.0009765626552204422,68166.13819005757,-627.6617165379686,2424.0973908631627,2504.03821672054
4,9193,1.9504565717965925,-0.037443644717212815,57157.95879603317,133.53904406614737,-1397.465655424676,1403.8315192292912
5,9334,2.6277090896481035,-0.2315559133347154,44976.48877437795,-152.28570536345825,-733.1515958883886,748.8005065514693
6,11069,3.604854851531256,-0.2854356704607085,44496.32925688001,2530.4354087376514,-910.26862582962,2689.180605493619
7,9737,5.060278732904853,1.123342049576025,43804.42818240877,183.50497587724732,-1041.0336663680723,1057.0833319485555
8,11548,0.17717478100079156,-0.0061849352657501015,41290.71540323006,-1351.7091088226805,-1902.5046977278955,2333.804113406032
9,10062,0.7535680620488212,0.0,39488.66466238535,170.39609389968356,-446.107142779565,477.5420522375144
10,9293,2.333951768768003,0.02116043327779649,37138.65565514552,359.47381433479995,-1742.2661679724597,1778.963974692531
11,9189,1.3299613430968509,0.1001019892272274,36508.03160876233,-1141.190859211227,-344.7558114032224,1192.1296685526927
12,11558,0.22319420463736078,-0.003580736818503195,34758.51956915916,516.5041237169255,256.5684733927929,576.7182079280117
13,11529,0.1043106935762236,-0.020509250268517756,34698.636202748974,1344.24261325376,253.09873731933504,1367.8622643087788
14,10202,1.4258351423397033,0.009440244382328216,23029.404973616565,-77.42221340201186,-52.85470457979837,93.74336736156016
15,10661,5.205180308492951,-0.0058594085281305905,22717.430630293948,570.076741809156,234.999398056149,616.6135002077846
16,11784,0.16336895390982079,-0.3422548141736718,15979.227483801278,125.35194135408464,162.72334796072636,205.4069063414994
17,10315,1.502917676930957,-0.6668190898617979,15726.44499029,48.73395570546297,823.5416309567358,824.9823127543903
18,10487,4.391020005322648,-0.6041148966026837,15586.924811439025,-59.75908645036444,409.9377286742642,414.2705514564085
19,10486,4.391020005322648,-0.604906166899724,15564.60324285207,695.7352498872324,-173.1170143045134,716.9498159406687
20,11170,0.4429369525019789,-0.003255214082265387,15408.658534148391,188.6701401231049,76.52959187154376,203.60058989624045
21,10335,1.94700511502385,0.014323406426585254,15257.240901587527,218.38283676639975,48.57580718089851,223.72007607145105
22,9173,4.676340431869377,-0.018555752321898333,14856.472129120364,312.136981580575,198.2100618145531,369.75224661218925
23,10039,0.6143593055481993,-0.03027806357992902,13989.808309613603,-79.80392549038784,185.25202355165936,201.710135475786
24,9276,2.2814129267829193,0.05406279013944291,13973.576991900363,-766.1430983479898,304.51237566203366,824.4410434212947
25,11193,0.5227039534720321,-0.0006510417126580424,13953.655546594426,384.6308392194597,373.7033498135582,536.2789163677243
26,10016,0.5978690120784287,0.0026041696101149208,13104.487243110603,840.8153017515203,456.2519845184596,956.6275372560278
27,11521,0.10277671278833796,-0.007487049115355553,12977.276627370751,527.52777879272,-135.84082269889166,544.7368965927429
28,10182,1.3330293046726223,-0.01074239410912006,12960.615697716104,12.579383379908544,248.9143923350156,249.232051706294
29,11546,0.1798592473795914,-0.0026041696101149208,12253.590455016898,355.20881414333724,-411.4435906429641,543.5615235889043
30,10065,0.7551020428367068,-0.003255214082265387,12225.732307614731,-149.1615022229345,-250.6382065456887,291.66532931742466
31,9295,2.3351022543589175,0.024742107659873308,12118.475362253914,-377.12352589497925,-2.8203046759562165,377.1340715208934
32,11848,6.282801811982614,-0.0006510417126580424,11847.277653691131,149.39311091133888,183.32959005230637,236.4910995714517
33,10991,5.608233760509904,-0.7093849107398165,11827.111412918854,-38.04926024671418,-475.3523725303093,476.8727548052165
34,10724,5.529233749933793,-0.0009765626552204422,11331.34242557781,-195.03419250424383,-201.51223378345887,280.438079814746
35,11119,5.324911176733334,0.9959929228284523,10737.378962041772,517.2256894765615,-588.9523994819008,783.8286437162097
36,10246,0.9679418771558395,-0.6208241599600668,10542.487780151208,-248.8467038367155,-168.06608168716633,300.28468130105347
37,11781,6.2425348163006165,-0.0016276048852804927,9914.546615154137,-82.72833041522073,89.99916998078014,122.24494775048696
38,10815,5.822607575616923,-0.003906259934175707,9727.798096302033,23.070827895462237,-346.1706608688266,346.93859621861355
39,9902,1.1075341288534326,0.7145445447134459,9344.236558036264,182.05486880219087,229.14286341901996,292.6609422359781
40,10162,1.3234419247483369,0.007161519549084239,9319.759945499807,-27.56932400300581,-128.6289548831274,131.55027807005325
41,10137,1.2268011351115415,0.027998449582225898,9005.928100427562,403.09946148265294,219.7584191283095,459.1110308252009
42,10087,0.8586457460189877,-0.0058594085281305905,8752.677093231227,192.03981811756736,-98.94750202725992,216.03217329847644
43,11507,0.019941750242513337,-0.0016276048852804927,8664.969925418649,-305.5422259581739,-155.53889711570565,342.8533219314724
44,10076,0.7930680673368765,0.0009765626552204422,8592.101206330928,144.9853756508739,-112.75116692305323,183.6670487461897
45,11550,0.1948155600614764,-0.0061849352657501015,8379.443737566602,290.29255296681924,12.80294696597304,290.5747438422807
46,10085,0.8540438036553307,-0.005208356881134636,8324.417013035933,269.458176988516,-165.3696154353975,316.15632028353576
47,11156,0.4088058799715234,-0.003580736818503195,8067.707245515357,160.8815872639453,142.26671235695534,214.76196722283748
48,11603,0.2120728439251899,-0.09977483599986725,8051.058995227141,-223.4084975318594,-356.2466315038916,420.503292766314
49,11583,0.3167670326983849,-0.004882831902761767,7841.113971423134,86.92728100059647,-58.947473963584535,105.02931433101968
50,11590,0.3424612108954693,-0.003906259934175707,7562.3232481097475,58.74426755355487,120.6817541793327,134.21987469150957
51,11499,0.20977187274336143,0.18861638617540397,7373.535250041217,53.05728825406354,-143.47070624658966,152.96705327543577
52,10183,1.3840341658698194,0.022788430668544715,7308.568885127001,132.04531989226473,-81.6111110773093,155.2299583093529
53,9594,3.2065882303792246,0.8055315380857077,7216.998596071236,445.3345954165056,-146.2568041077895,468.73655140452513
54,11866,0.8643981739735588,-0.006835990741726729,7183.316556315769,192.74995188728963,21.537973923748424,193.9495508458128
55,9182,3.220976159362875,-0.10108351355438132,7147.553395966854,68.31828166002131,-388.906310172422,394.8613752963262
56,10774,5.712544454086128,-0.009440244382328464,6991.694779640293,30.249348821983343,-0.3902580443444778,30.25186614897006
57,11072,3.7298742857439366,-0.2201996730676577,6973.162531515688,-80.23973838661776,-36.2005492781136,88.02781028964648
58,11502,0.0030679615757712823,-0.0009765626552204422,6917.148973464987,-68.23286109474809,276.3956405597551,284.6932971701521
59,11567,0.3259709174256988,0.03418634607699222,6764.905380275136,-26.76455113628713,107.97848442210451,111.24609788941632
60,11161,0.4333495725776936,0.0016276048852804927,6657.055695287828,-7.487661357513223,392.6949091933706,392.76628773227776
61,11602,0.3750583026380393,-0.015300076098086765,6461.924304715148,-20.56631628630635,150.79676412358396,152.19276407152938
62,10717,5.5530104521460215,0.1896106756371418,6291.296334943949,-85.64621707980226,65.70558309373823,107.94673755963518
63,10121,1.073019561126006,0.0016276048852804927,6252.409304955195,-79.02778812710747,30.336033453633014,84.65025825101144
64,11528,0.14227671807639322,0.003906259934175707,6207.579948854411,192.8470504975082,37.01207617832599,196.36669439754465
65,11213,1.02894283197931,-0.8521606156533585,6204.548945503819,-141.73666916574038,-171.13113664995512,222.2051964228203
66,10531,4.9980929021283895,-0.47392276901206853,6192.75065322698,-236.7819462846868,-13.390122625894875,237.16025272018248
67,11033,5.481087647949103,-0.9613970172379686,6062.849208103869,45.28250256292247,30.53204383919343,54.61419906360899
68,10075,0.7876991345792768,0.002278647805212037,6061.041835085298,-308.0783189546614,-8.27876480638298,308.1895334962716
69,11821,3.648189808789026,-0.33845617809382106,6032.944003399844,63.98655550084493,-172.66955948549983,184.14411763013032
70,11342,3.9753112118056393,0.05504080755792228,5971.380427385412,-127.65832092414,26.785033964509925,130.43805022174575
71,9562,2.831345039239922,0.6381407643322413,5661.195535976671,-4.0190542395841184,42.861538327330685,43.04955591833621
72,10163,1.3222914391574228,0.0061849352657498535,5300.994563856702,-5.167306035090313,-85.23152641763568,85.38802109863191
73,11151,0.4268301542291796,0.008463642712674382,5254.6856109645605,51.81321073644748,118.08436901163373,128.95164602165883
74,10813,5.817238642859323,-0.0065104626587820826,5240.257069518633,63.45329799404916,43.45211123928641,76.90518186359697
75,10203,1.412412810445704,-0.0026041696101149208,5155.522207992437,72.63268865831013,-111.7193243529071,133.2543241159741
76,10504,4.36455883673162,-0.5424969491865208,5142.338707330579,-176.85763346093205,128.0796214540445,218.36440173529368
77,11168,0.4498398660474643,0.003906259934175707,5138.066403924892,18.01892220252498,24.152014215552324,30.133060714253524
78,11514,0.07708253459125347,0.0019531262417656404,5120.871180956233,19.44923298051565,155.52045481148028,156.7318874010648
79,9176,5.0839958262499865,-0.0123701071422925,5114.612174753059,-81.90829426188007,-3.1706481406044333,81.96963876047188
80,10617,5.0188016427648465,-0.010416855055977638,5100.827269013802,-57.41746886039963,74.52716358063584,94.08009269611618
81,10180,1.361791444445478,0.01041685505597739,4975.931872820588,-215.1440510861148,54.38141841725869,221.91057069643557
82,11162,0.43066510619889375,-0.0026041696101149208,4961.118973115685,108.6085737722762,-22.146892349536312,110.8436156825909
83,10892,5.706792026131557,-0.27628814895514336,4724.037875507954,-17.550949216849848,-141.07069678967844,142.15828259773622
84,10842,5.898156129420291,-0.008138110662647576,4633.885782905086,-96.5389509979682,-96.26666784779896,136.33429648590464
85,10054,0.7175195135335086,-0.005208356881134636,4598.339548353421,-50.54179184628926,-191.4873516201753,198.0451427163572
86,11504,0.014956312681885001,0.0013020837012633429,4585.318200602054,-170.61560176891808,103.26928210196432,199.4347717746961
87,11777,6.1681367480881635,-0.006835990741726729,4561.668267749698,-38.64397469446435,-25.52101130357348,46.31067693462843
88,10782,5.431058979509113,-0.3394916635351152,4511.677730859204,148.11223875568555,60.35035124897056,159.93561256047798
89,11061,3.4085053106818948,-0.5782382860079028,4414.324290938708,33.32989210386494,59.68762257318151,68.36295777754094
90,9388,3.3226023865602987,-0.4779512057013556,4232.826001670583,-121.00529812208114,54.907652964369234,132.88014346646884
91,11163,0.4279806398200939,-0.004231783463779152,4194.006201890526,-73.03784862047401,-7.930908320485731,73.4671806856315
92,11650,0.6399017410414461,-0.8928919161356854,4151.634251755301,82.47330780166752,41.33589665856475,92.25238670254627
93,11186,0.500077736850719,0.000325520839082147,4145.906266266972,-101.34300445024452,108.77478921308249,148.66862251111633
94,11401,4.804297276101412,0.7619312719921268,4120.664503523184,24.269190090151746,48.812412556242855,54.51279856320692
95,10082,0.8479078805037881,0.0006510417126580424,4106.657300045954,47.53080134583583,-81.63436543792103,94.4634675259666
96,9363,2.6284760800420464,-0.01660232519256529,4011.3897516291536,51.46034433540148,-42.26863523875221,66.59432831754347
97,9863,0.24787800233272494,0.7371459650135463,3986.9637406422894,-147.35978862667432,0.8776276608887046,147.3624020380005
98,9359,2.62425763287536,-0.027998449582225898,3985.9284261046346,24.155828851332192,136.78536045078164,138.901903878763
99,10463,4.335413201761793,-0.7253688189602339,3981.998091659632,81.82022255028114,-52.137729552640174,97.02005803483002
100,9191,1.9504565717965925,-0.03679215429885247,3968.741977293753,-1.5228514134720164,-93.37611959302303,93.38853669845167
101,10135,1.2202817167630275,0.026370243659930882,3945.484005622968,5.2331520203147015,-105.32291357393795,105.45284255898903
102,10101,1.8438449070385405,0.4108776249632728,3935.454993126363,18.27497718142128,-31.37355732031225,36.308055441077904
103,9721,4.917310125555394,1.1755284360621703,3934.441903367612,-7.274205947707887,27.98460033527763,28.91456256101568
104,9233,2.300541276384723,-1.0646693990633713,3926.047615504856,35.09008972021929,-29.111358863474624,45.59370144494788
105,10257,1.1109855856261757,-0.5942600749913854,3921.386131452209,3.676378075665128,-160.42142469470883,160.4635449466182
106,11560,0.24236896448593132,0.004882831902761767,3895.899874915248,89.21764142514463,76.68030150418001,117.64206807191736
107,10043,0.6849224217909387,-0.005533882411425087,3889.957833558386,52.10722829971478,-24.82040336751926,57.7166844543669
108,10040,0.6607622243817399,-0.0065104626587820826,3876.352765830854,-89.85636428633906,88.65135199916887,126.2268925944064
109,11775,6.170821214466963,-0.0006510417126580424,3763.420238231525,-61.97188823200315,-134.88960223277962,148.44433206275474
110,11173,0.45559229400203544,-0.0009765626552204422,3737.083328430604,81.88809362036741,42.27133048957986,92.15489817767336
111,11778,6.181942575179133,-0.0009765626552204422,3690.948008483664,-41.844815056795845,9.361123849559489,42.87912297219056
