flux_idx,index,lon,lat,iflux,qflux,uflux,pflux
0,9188,1.3299613430968509,0.1007563279683975,246490.83984156937,-7260.85998369674,-5794.052306324654,9289.301902256952
1,9193,1.9504565717965925,-0.037443644717212815,135849.53361361727,317.38741616597804,-3321.4107279083883,3336.5407228753324
2,9187,6.282418316785643,-0.0009765626552204422,123141.9807282815,-1133.8695289778354,4379.126676603901,4523.539605053585
3,9189,1.3299613430968509,0.1001019892272274,123136.77339970307,-3849.086188551956,-1162.815861504853,4020.896071110108
4,10089,0.8636311835796159,-0.006835990741726729,68691.0,2264.0165031909933,704.4904699045082,2371.092058294542
5,10690,5.403063830130199,0.3398369094541219,66077.0,768.0680076754903,-70.34324892541021,771.2824625803307
6,9334,2.6277090896481035,-0.2315559133347154,46894.0,-158.77819860811888,-764.4085137472049,780.7245943624742
7,11069,3.604854851531256,-0.2854356704607085,45564.0,2591.152144216373,-932.1101394198236,2753.7063653349733
8,9737,5.060278732904853,1.123342049576025,43572.0,182.53129057245343,-1035.5098969013718,1051.4744022650932
9,11548,0.17717478100079156,-0.0061849352657501015,42540.0,-1392.6061810209912,-1960.0665440399112,2404.4152787075764
10,9293,2.333951768768003,0.02116043327779649,38645.0,374.0540768078029,-1812.9325058637987,1851.1187760903215
11,10062,0.7535680620488212,0.0,38310.0,165.31008108549588,-432.7916577073938,463.2882924158641
12,9173,4.676340431869377,-0.018555752321898333,37199.17612975824,781.5609556233459,496.2989151157511,925.8240332265896
13,11529,0.1043106935762236,-0.020509250268517756,34681.0,1343.5593778916373,252.9700953571325,1367.1670238363563
14,9182,3.220976159362875,-0.10108351355438132,34527.27556526652,330.0211983518827,-1878.6673700082,1907.4341609856788
15,11558,0.22319420463736078,-0.003580736818503195,33837.0,502.8105411519513,249.76631748996977,561.4282266203031
16,10661,5.205180308492951,-0.0058594085281305905,29036.760981665884,728.6555580385691,300.3694151526265,788.1374929665695
17,10815,5.822607575616923,-0.003906259934175707,26615.265519894627,63.12180866859701,-947.1232814467692,949.2243533475588
18,9191,1.9504565717965925,-0.03679215429885247,22101.462086204803,-8.480582252597262,-520.0007404737797,520.0698898884863
19,10202,1.4258351423397033,0.009440244382328216,19938.0,-67.02926508860193,-45.759632136362896,81.1595115286762
20,11848,6.282801811982614,-0.0006510417126580424,19458.451894591,245.36933690803596,301.1079940189012,388.4226249290531
21,9176,5.0839958262499865,-0.0123701071422925,18750.346218388822,-300.2786571284994,-11.623706420300437,300.50354819509243
22,10724,5.529233749933793,-0.0009765626552204422,17214.896648087182,-296.30147432708014,-306.143098286127,426.0494810660266
23,11502,0.0030679615757712823,-0.0009765626552204422,16458.78023197686,-162.3544135980791,657.660420861327,677.4040041085334
24,10774,5.712544454086128,-0.009440244382328464,16307.34095973248,70.55320070412783,-0.9102329538091214,70.55907208592772
25,11170,0.4429369525019789,-0.003255214082265387,16186.0,198.18823820806765,80.39038384085187,213.871904602024
26,10486,4.391020005322648,-0.604906166899724,15827.0,707.4643425313222,-176.03551742674986,729.0365555642458
27,10335,1.94700511502385,0.014323406426585254,15536.0,222.3728244108516,49.46331681004754,227.80757833380036
28,9185,3.2213596545598464,-0.1007563279683975,14901.163076591503,188.6944171838012,62.28025322756012,198.706851966467
