flux_idx,index,lon,lat,num_ps,chi2dof,true_q,fit_q,true_u,fit_u
211,9891,1.0659251837722643,0.7388896757842112,0.0,1.0048113563670285,8998.415188608751,8446.034031921345,11749.022478465713,9649.706407426127
214,9893,1.281600817240726,0.7310376605341364,0.0,1.0041082146863456,-4274.987054161871,-4879.41872868388,-14067.584947502486,-16380.501984115877
217,9809,1.7158370095244984,1.0175769685388587,0.0,1.0088851485445067,-4034.054925597454,-5942.029095541371,14042.134664945237,15011.775431298294
474,9785,2.000742042706263,0.8759571604966708,0.0,1.0060053078093887,-4127.471602028688,-3843.72782548295,5974.363767013579,7418.108821087091
562,9797,0.7305278807491334,1.2787228927950365,0.0,0.9870984434511189,5739.000508729492,6005.88151358123,-2067.3480113094784,-2612.6846556499195
571,9644,2.6716019433415648,0.9064033492953304,0.0,0.9989851679297993,-4063.792383297812,-3571.0604582325323,-4428.469947423661,-4289.848961901307
576,9746,2.158972284716985,1.0258608002251488,2.0,0.9975163489644715,-3179.0648090888526,-5090.860912476196,-5050.85459741146,-3167.545018942685
598,9886,1.5303317501723588,0.7340928495581129,0.0,1.005449277488327,1188.7923185869456,278.5421789137128,-5706.684551630097,-6779.014877153094
634,9761,2.042547301875515,1.076602338457689,2.0,0.9975163489644715,2091.3052301460466,2450.4451091031588,5065.168486672536,5098.751957345699
665,9642,3.150332247396144,1.0266886538231188,0.0,0.9822560404682393,-2262.7562449546635,-2290.6120320039367,4688.633438454359,3793.426962352169
735,9733,2.976955925180019,1.4547152924367677,0.0,0.9964342505780817,70.97755456041897,1807.16263570239,-4719.815573463854,-4362.460058802098
892,9823,1.8359307386424428,0.8678950099994327,0.0,1.0046507582301507,1758.1394826408984,66.30188500720313,3459.044210056127,4660.067433018763
1136,9666,3.13797330721469,1.1347830294063874,0.0,1.0063646015888539,1847.0348507831068,3599.991714756473,-2435.924813375256,-1829.4509738608651
1235,9696,3.1244939998148125,1.2952347983361887,0.0,0.9966907130705487,-2563.9594014426716,-3061.5800190958553,-1103.1129631952638,-2206.0689216820733
1400,9751,2.1226482971945013,1.051480595951507,2.0,0.9975163489644715,-1353.5256682021377,-397.5357598593036,2053.7284584419053,1606.1357763539067
1451,9759,1.976480896942039,1.219348055744519,0.0,0.9878750130231969,-1949.0220688674547,-3117.636600611697,1306.5711656896947,5036.32859482039
1520,9727,3.5195487663510225,1.4539165782845889,0.0,0.9934313221733726,-2172.4698548699957,-2642.9870738680333,570.5987920954641,-864.4042817770267
1630,9669,2.931560217907723,1.1090198046419295,0.0,1.0027138601444303,-1619.4506474982886,-3655.014932727513,-1296.7284934363647,-627.2164817521947
1724,9775,0.98752269074238,1.4079550369832146,0.0,1.0140293506179774,377.092498332879,2300.6446254931375,1914.4621858707808,2978.4586261370796
1796,9824,1.152439954821846,1.1278384745910857,0.0,1.0057212296751736,830.6571187184438,589.3813441951584,-1643.154305699253,-2484.522053493436
1810,9779,1.7561643496996635,1.2124623725359045,0.0,1.0030680402830343,-881.727979989267,28.412591436985362,1587.1607621126172,2190.5362011491984
1996,9634,3.3225829280302195,0.997240003325038,0.0,1.009766050488898,1431.1114165646284,1050.0568012826884,605.0545145195254,-1716.5324634095614
