Unnamed: 0,index,lon,lat,iflux,qflux,uflux,pflux,number_nearby,fit_norm,fit_error,fit_lon,fit_lat,norm_error,chi2dof,num_ps
163,9891,1.0662007684510737,0.7389063287601434,3221.0,60.69729593692385,79.2510547021405,99.8243026795388,5.0,0.059864825225603296,0.12324838000886316,61.06301431250688,42.32526079532392,0.005602413723300503,1.0298303835688913,2.0
238,9797,0.7303922309740081,1.2785025480438716,2353.0,38.71146251414165,-13.94494823998706,41.146554064705256,0.0,0.0501746019408825,0.005906446583834008,41.84616438365612,73.2554249253519,0.005552457511110543,0.9835009406248382,0.0
332,9894,1.5121710602416891,0.704440342122786,1750.0,4.819996579698421,-18.443927085160933,19.063336889197483,8.0,0.04061395687379539,0.09479508129131956,86.62818360096442,40.364917505556534,0.0055739291929808345,0.9956318972759163,1.0
399,9706,3.480194749502175,1.3679010334248185,1461.0,-17.850885238925184,0.5678869355460727,17.859915996018596,6.0,0.028918014925354243,0.06628605613617485,199.40960375915955,78.36599432398884,0.005594707175022161,0.9879447660001667,1.0
405,9758,1.4956345375460174,1.454601327372155,1447.0,3.5331159271443924,-16.569836919399393,16.942325805217315,4.0,0.03345178360640955,0.09055187940511943,85.83474217498592,83.35904657520545,0.00863031876500519,1.0189089808694232,1.0
456,9809,1.7157463963154385,1.0176846442231269,1350.0,-27.211038889910498,94.71885720757632,98.55000024443154,2.0,0.024767780076766697,0.13453622009399815,98.30021913186303,58.29286562902066,0.005570245011288732,1.0224237287543776,1.0
496,9887,1.1474110586417687,0.7717644119601235,1253.0,12.51450980874625,19.3448821048317,23.03990927506104,4.0,0.018990203619244028,0.2850525305459209,65.75907947429867,44.21632576232222,0.005549396244206359,1.0025573119793723,0.0
502,9893,1.2818193449402262,0.7309511263522415,1244.0,-28.836206033420403,-94.89052780730717,99.17529453422966,2.0,0.02533217380105982,0.03938876531989034,73.44031784839812,41.89537260175519,0.00555186927837446,0.9983911934186342,0.0
532,9644,2.6712342775857234,0.9063021880783868,1200.0,-27.41162790837848,-29.87149907094988,40.542617100196594,4.0,0.019605727945283462,0.2292787935339884,153.06151757114316,51.92308758945378,0.005546399852767445,0.986976225707513,0.0
550,9680,3.681313634618572,1.2371993531920182,1176.0,0.0,-0.0,0.0,1.0,0.023066153218000908,0.0747407539015223,210.94438189132006,70.89350276345694,0.005547042137117203,0.9904975694684586,0.0
571,9618,2.543700551829833,0.7527553737058615,1125.0,6.914953797238846,12.717359539053255,14.475766634741554,7.0,0.028424466392318354,0.19188781793729826,145.72684366716973,43.134547825625646,0.005548371707831798,1.0111958577983067,0.0
573,9717,2.888125531768808,1.3823255653015494,1123.0,15.484350248758204,-2.883813614146249,15.750602642037334,6.0,0.01790472843587965,0.24788618665044096,165.40313560082043,79.19228364989698,0.0055809643673844075,1.024506107332414,1.0
598,9727,3.5210270957988,1.453632693783501,1085.0,-14.654029952076211,3.8488781656700177,15.151054648786603,6.0,0.024382844027207543,0.060108227987319664,201.66529009611685,83.31328326626266,0.005570200153511081,0.991184923964699,2.0
682,9840,1.075950563024099,1.0454051769067862,974.0,17.47838703058467,-2.707420661832482,17.686835212412305,3.0,0.02632973660827597,0.2752142015730667,61.640687834255964,59.90072935552558,0.005561103007616109,0.9730396466521583,1.0
772,9824,1.1526681421580864,1.1279672662500349,886.0,5.603057860765494,-11.083620956867437,12.419376429861405,1.0,0.02674011647148442,0.42372186752464125,66.01994555378046,64.63038455292639,0.005551840977013483,1.0237209746621605,0.0
793,9760,1.5038542305985434,1.4505789512880305,870.0,20.1542431854925,-12.072737520958514,23.493499305763933,4.0,0.015478124555718684,0.16074358897368982,86.27245846976906,83.13021335026761,0.007201445445827067,1.028105751971224,1.0
811,9734,2.5680703935374503,1.3777448907400989,856.0,-22.520970832395115,5.193308984640304,23.112000896580486,3.0,0.019787957878785616,0.09049278237438926,147.10180132833855,78.95986799825954,0.005548567734419105,1.0296320964286927,1.0
812,9622,3.117919112669864,0.9456419918873928,854.0,10.69204605195532,-5.945217297893684,12.233783449788035,1.0,0.03403546857469356,0.8800502023338013,178.6192935839394,54.18290674702974,0.005550473605527807,1.0028424571384156,0.0
