flux_idx,index,lon,lat,num_ps,chi2dof,true_q,fit_q,true_u,fit_u
138,9891,1.0659251837722643,0.7388896757842112,0.0,1.0828275435828632,503.93984771053385,529.8665505573344,657.9825974290334,731.766091268695
149,9809,1.7158370095244984,1.0175769685388587,0.0,0.9463138805772564,-209.09660613439235,-216.7620675900615,727.8440069546892,766.901525188956
169,9893,1.281600817240726,0.7310376605341364,0.0,1.011674908641505,-204.14791018858455,-273.60123464906803,-671.7840386527353,-707.0047376985651
367,9785,2.000742042706263,0.8759571604966708,0.0,1.0294906065365759,-211.094578306419,-189.12569628514,305.5516601076096,260.86361697605355
397,9641,3.0962038789677027,1.0188201606618688,0.0,1.0046668249003698,-305.03122555117744,-288.5125000379745,-153.7733170982444,-191.6515156212073
403,9746,2.158972284716985,1.0258608002251488,0.0,1.0785644409975808,-179.3421002797529,-169.38937040548913,-284.93627091768406,-320.5016425486318
407,9850,0.8618008418776082,0.976007950926918,0.0,0.9555249050799783,28.834153531150058,29.393148157167722,-332.6891063466023,-399.26728867433064
414,9694,2.4866819015914485,1.0589021011364903,0.0,0.9741177455363977,84.16546044479746,39.779141506549436,319.93663965379903,373.40778386645434
417,9797,0.7305278807491334,1.2787228927950365,0.0,1.0066790229231426,309.9527934896673,316.67502852413605,-111.65363903453253,-106.67371078737983
448,9886,1.5303317501723588,0.7340928495581129,0.0,1.021783639936526,63.874308907006,-2.5470893963725594,-306.62254978139003,-361.64486353092695
462,9644,2.6716019433415648,0.9064033492953304,0.0,1.0514690154418342,-205.40957553499834,-182.21071916312826,-223.8426687122238,-224.35869251186256
470,9761,2.042547301875515,1.076602338457689,0.0,1.0660867096048383,113.57114306849073,111.82090154851475,275.0707866903408,251.91432051069856
475,9861,1.4002910844846814,0.8559921400285055,0.0,0.9332085101891495,-258.4752975542741,-249.3673702171031,141.60241278756604,127.11090052491517
556,9642,3.150332247396144,1.0266886538231188,0.0,0.8892201255796434,-112.9086542807293,-169.45601124326146,233.9568361072481,283.5483437886191
576,9733,2.976955925180019,1.4547152924367677,0.0,0.8796299402286983,3.7925465611809983,-21.757518464897107,-252.1940976046385,-208.60885692350456
656,9823,1.8359307386424428,0.8678950099994327,0.0,0.9642962340644339,103.58527735389357,90.6318511910801,203.79842294414132,227.3156922042383
702,9647,2.7488935718910694,0.959307017980425,0.0,1.0730262046989743,129.96366638919997,127.80492938812164,170.96479609606544,191.28632717359818
729,9632,3.289566220606704,0.9847587795592968,0.0,0.9903432209313546,-74.89226304642993,-102.86829158155417,192.50471733903873,208.9665863471159
733,9760,1.505563921197102,1.4507215337648471,1.0,1.0463860641882872,176.79905825158426,169.51372060745527,-105.90566981748326,-112.40830038345374
757,9734,2.567585300216503,1.3779351414985066,0.0,1.0386841291478057,-197.2769445193659,-201.9987934221781,45.49182786388129,87.18264725490125
792,9887,1.1477038256515248,0.7718949982558877,0.0,0.9907338281937094,104.2322272436945,139.6966472570797,161.1217841024892,167.79075996624135
838,9837,1.41617280777493,1.0022260386211457,0.0,0.9617224092887641,-55.39087216553204,-74.93656176368393,175.65559297015707,131.09306998482663
882,9643,2.579313877170057,0.8568432171980903,0.0,1.1029304069472998,-102.7519099621268,-120.59147827022313,144.59500705230406,179.59215120821173
886,9807,1.516067224006115,1.1266124035913023,0.0,0.9937689448800074,-165.863092679265,-162.36851354283633,61.5900777070978,77.48971114935993
890,9663,2.4806640236898354,0.8751090696129726,1.0,0.990645541900404,-58.485655582677204,-50.268944620881264,-166.60876176919427,-167.328257721865
913,9765,1.5180457038801425,1.4103549507826931,0.0,0.9929308550543492,-127.93481416992893,-120.90139002003684,-115.97263555326877,-63.280813868734455
926,9690,3.044310381078064,1.2181332433948224,0.0,1.0256270216424916,-60.7106696092392,-89.88556614506015,159.63753768429424,138.1008471149145
937,9666,3.13797330721469,1.1347830294063874,0.0,0.9208151082789182,101.97749061051982,68.52640727328519,-134.49096516970783,-92.27812768571437
941,9743,2.303283456026622,1.3811392211255948,0.0,1.0198212133284594,167.55753329292668,201.7315444193647,16.782241939974874,21.914758345591313
942,9667,3.562590879379344,1.164137224418048,0.0,0.9211449439559293,168.31652006204837,179.2770328992077,4.853146722859528,-27.422692251506923
953,9817,1.6746552690597485,1.005548043372414,0.0,0.9794284542888032,-147.6318103024261,-158.906096808114,-77.84608741110696,-108.80244904389858
954,9754,2.0934108941683864,1.0341350558700115,0.0,0.9457403252510056,166.22266221573784,179.62216766876855,-12.238534160917617,52.28953449839585
1006,9782,1.9917383068021592,0.9219868337305503,0.0,0.8875733050269162,-126.75474985713676,-127.81767125524502,-93.83905278723213,-113.97391801352212
1018,9624,3.3208855676583013,0.9697501773412222,0.0,1.0938273049879537,12.66037078356608,-2.310227778751649,155.87516711190668,202.04681992673383
1023,9826,0.9151916627006884,1.1429462673679935,0.0,0.9832843133347128,-154.78090335260373,-156.13383655817498,-18.494957055409927,-3.684948822313274
1026,9710,3.591178050861697,1.3999536071547776,0.0,1.0650007780561985,67.70992141998774,103.08449707026233,140.2120563187305,186.62275169720195
1027,9773,1.1323911762048722,1.4027544128059766,0.0,0.9974601545437944,132.3146258649122,169.26058126366888,81.98293141342816,51.98760792331752
1040,9635,3.0702415909314187,0.978509377322622,0.0,1.0978016714233592,-58.66018813189087,-79.48906774725452,142.44607757846018,148.56379392001222
