Unnamed: 0,flux_idx,index,lon,lat,iflux,qflux,uflux,pflux,q_amp_true,q_amp_fit,q_amp_err,fit_error_q,u_amp_true,u_amp_fit,u_amp_err,fit_error_u,chi2dof,num_ps
0,140,9891,1.0659251837722643,0.7388896757842112,3224.634015438023,60.76577619475714,79.34046779008436,99.93692703751066,0.00014798389628982615,0.00014100903157801537,9.299639593745852e-06,0.047132592712321404,0.00019321914887425,0.0001815882707751458,9.339082666869525e-06,0.060195266187999696,0.9903573047163109,0.0
1,152,9809,1.7158370095244984,1.0175769685388587,1292.951117746396,-26.061143072407724,90.7161868875534,94.38543182958917,-6.346713125593638e-05,-6.73202857750448e-05,9.281312669730122e-06,0.06071102384587466,0.0002209226250834011,0.00021635242900094908,9.300048158006509e-06,0.020686863016980347,1.0345299818779445,0.0
2,160,9893,1.281600817240726,0.7310376605341364,1136.8140050237696,-26.351610024552443,-86.71453453009987,90.63011557786945,-6.417451021188091e-05,-6.236937437596567e-05,9.326319550408309e-06,0.02812854870189645,-0.0002111773351432977,-0.0002124563944966809,9.313638090236272e-06,0.006056802225083881,0.9885217238459395,0.0
3,350,9785,2.000742042706263,0.8759571604966708,517.9849884555767,-26.461111414292727,38.30148829873431,46.55313548170192,-6.444118075108348e-05,-6.609493134987124e-05,9.325131826790826e-06,0.025662946884472713,9.327624572719477e-05,9.173253982651505e-05,9.295593123771274e-06,0.016549828829888747,0.9856913486074637,0.0
4,412,9641,3.0962038789677027,1.0188201606618688,444.7480637869484,-36.45626502756451,-18.37844893476572,40.82678832589964,-8.878254308251555e-05,-8.769876128726775e-05,9.296122514563111e-06,0.012207149712309158,-4.475733959874758e-05,-3.741859522769732e-05,9.306162393276529e-06,0.16396739477463532,1.0167482314166494,0.0
5,416,9746,2.158972284716985,1.0258608002251488,357.894268581764,-21.557949148298697,-34.25097414030217,40.47066099089908,-5.2500428872303836e-05,-5.00273649026855e-05,9.33966998137306e-06,0.047105595568248365,-8.341196183784305e-05,-8.526532922401432e-05,9.364672826849235e-06,0.022219443654548143,0.999358885935795,0.0
6,418,9797,0.7305278807491334,1.2787228927950365,2307.237584248555,37.95858106836237,-13.673739349638284,40.34631364233026,9.244115809737904e-05,9.580085323390415e-05,9.310121424163371e-06,0.036344148057794325,-3.3299882804518073e-05,-3.548427169568707e-05,9.321499192790499e-06,0.06559749486183236,0.9237257958797569,0.0
7,420,9850,0.8618008418776082,0.976007950926918,559.515447774843,3.4588022234964853,-39.90773717430471,40.05734388591743,8.423278061789757e-06,1.521862998049388e-05,9.353031256346066e-06,0.8067348446597837,-9.718797008756865e-05,-9.811224813047534e-05,9.350184157824146e-06,0.009510210389967898,1.0302796338731626,0.0
8,442,9886,1.5303317501723588,0.7340928495581129,571.9318976735369,7.839669578933953,-37.63358879132491,38.44148051807316,1.9092076536587783e-05,1.9926501239764835e-05,9.331268690987004e-06,0.04370528798048614,-9.164969904868748e-05,-0.00010224062315022318,9.41092431443915e-06,0.11555874390716145,0.9477520511867177,0.0
9,445,9644,2.6716019433415648,0.9064033492953304,1132.8693356637166,-25.878160581688096,-28.20042108982193,38.27457308364013,-6.302151098042605e-05,-4.937554533507364e-05,9.280776056625096e-06,0.21652869683798495,-6.867695027066401e-05,-7.727180082011775e-05,9.288013325437389e-06,0.125148983983424,0.9869765642317883,0.0
10,467,9694,2.4866819015914485,1.0589021011364903,579.5063169637926,9.394901156311516,35.71266752353037,36.92775093859745,2.2879557629821332e-05,1.5973545451096363e-05,9.288348862249835e-06,0.30184203254540365,8.697164782519707e-05,8.601583308817033e-05,9.345486872386116e-06,0.010989957772765393,1.0134347872189406,0.0
11,470,9761,2.042547301875515,1.076602338457689,479.036314159876,13.875869778197686,33.607537203352415,36.35940482153437,3.3792134368640005e-05,3.8670174722799035e-05,9.301070492559026e-06,0.1443543133719893,8.184498926036067e-05,7.640296982187899e-05,9.308047051731353e-06,0.06649178511307306,1.0135392288175378,0.0
12,488,9861,1.4002910844846814,0.8559921400285055,751.0571014380666,-30.5694754477555,16.747099324427726,34.8562500124895,-7.444634739456103e-05,-7.84288438089027e-05,9.320152160900008e-06,0.05349485305484077,4.0784487005291605e-05,2.9742661879551195e-05,9.331049303146753e-06,0.2707359080992678,1.0320405955874394,0.0
13,524,9642,3.150332247396144,1.0266886538231188,610.061401704396,-14.303214374616775,29.637540209530144,32.9084446778902,-3.4832853707660914e-05,-3.718907804671262e-05,9.321086859114913e-06,0.06764373538919932,7.21767901490424e-05,7.760782671641336e-05,9.331977910525732e-06,0.07524630225528287,1.0334006797425568,0.0
14,558,9733,2.976955925180019,1.4547152924367677,336.2231042761404,0.4665871851610095,-31.026786940468465,31.030295059031925,1.1362874621683208e-06,-2.3420365226815387e-06,9.308444276945365e-06,3.061130304309041,-7.556004561003154e-05,-6.857654850936395e-05,9.335844643931855e-06,0.09242314564908688,0.9463940831200005,0.0
15,653,9647,2.7488935718910694,0.959307017980425,646.8935109722086,16.65383221923272,21.907807841098368,27.519123750382114,4.055735208681061e-05,5.320770287006282e-05,9.277446826396548e-06,0.3119126405534286,5.335244551314167e-05,5.2436778057305755e-05,9.300642754277275e-06,0.017162614516149404,0.9682437175183306,0.0
16,673,9823,1.8359307386424428,0.8678950099994327,780.1886552618952,12.222509807754042,24.047126067244573,26.97506289324637,2.9765679582450796e-05,3.8739879837120786e-05,9.331524111201876e-06,0.3014948887631306,5.856236244885703e-05,5.5651488646467134e-05,9.354765343421497e-06,0.04970553920074497,1.0091652104114506,0.0
17,704,9632,3.289566220606704,0.9847587795592968,674.3111787712961,-9.363384944660854,24.067850252983806,25.82507296063177,-2.2802805680148024e-05,-1.1589501535880643e-05,9.29372013237049e-06,0.491751072282724,5.8612832399957414e-05,6.561448360146841e-05,9.304219729756869e-06,0.1194559436017988,0.9972517530658714,0.0
18,760,9760,1.505563921197102,1.4507215337648471,898.8657237296646,20.82294067488664,-12.473298792154772,24.2729899499056,5.071045062282107e-05,5.9359591305634053e-05,9.890502339446328e-06,0.1705593339555267,-3.037643012958839e-05,-3.6570154440317886e-05,9.482405340934674e-06,0.20389901921675957,1.0448475287329164,1.0
19,777,9734,2.567585300216503,1.3779351414985066,883.6737237786278,-23.24905392356595,5.361204076156662,23.85919146758909,-5.661880420377818e-05,-6.445550751246564e-05,9.315178113384205e-06,0.1384116711557909,1.3056228648372186e-05,2.263694287656863e-05,9.29401273107956e-06,0.7338041088450866,1.0094335347705359,0.0
20,806,9887,1.1477038256515248,0.7718949982558877,1256.6958897688803,12.551423016060454,19.40194240160061,23.107868544786207,3.05666873396852e-05,2.493570008364255e-05,9.342307722434902e-06,0.1842197420173776,4.724987010743343e-05,3.509926226563046e-05,9.308538363452098e-06,0.25715642845526926,1.011230885518443,0.0
21,854,9643,2.579313877170057,0.8568432171980903,511.7991638899039,-12.764041875372786,17.961872686023117,22.03519084067967,-3.108448155208682e-05,-5.732070730996681e-06,9.326433465732829e-06,0.8155970296177623,4.374284459430379e-05,4.6164621088079635e-05,9.323663646444648e-06,0.055363946177638554,1.0164307459662034,0.0
